review_id,review_text,aspect_term,opinion,aspect,sentiment,user_id,date,source
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",второй модуль,попался супер препод поэт Окуджава с МГУ начал понты развотить,Преподаватели,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",второй модуль,ничего толком не обьяснья,Преподаватели,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",второй модуль,месяца 2 парил мозги,Преподаватели,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",учителей мучителей,кое-как модуль с итоговой готовы и зачтены,Преподаватели,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",учителя,в отпуск уходят,Преподаватели,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",итоговой,ниче не открывается,Платформа,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",электронную почту,задолбали,Техническая поддержка,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",электронную почту,забанили просто всю почту своими и своих сторонников письмами,Техническая поддержка,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",расрочку,платить оформил на 2 года,Стоимость,отрицательная,user_00152,19.09.2022,sravni.ru
44,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",трудоустройство,наверное это ложь,Результаты,отрицательная,user_00152,19.09.2022,sravni.ru
45,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",курс,Просто развод,Общее,отрицательная,user_00083,30.05.2023,sravni.ru
45,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",обучение,начинается в 19-20 часов по Москве,Гибкость учебного процесса,отрицательная,user_00083,30.05.2023,sravni.ru
45,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",скорость обучения,"такая, что невозможно работать и после работы проходить обучение",Гибкость учебного процесса,отрицательная,user_00083,30.05.2023,sravni.ru
45,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",лекции,"просмотрела 3 лекции и решила, что это только для часового пояса мск",Контент,отрицательная,user_00083,30.05.2023,sravni.ru
45,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",деньги,никто не вернул,Стоимость,отрицательная,user_00083,30.05.2023,sravni.ru
45,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",курсы,"обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь",Гибкость учебного процесса,отрицательная,user_00083,30.05.2023,sravni.ru
46,"курс Специалист по Data Science от SkillFactory. Проучился на курсе 11 месяцев из 12, вынужден бросить, потому что глубина обучения не соответствует сложности предмета. Даются обзорные материалы, а все знания приходится самостоятельно искать в интернете. Плюсы курса: очень актуальная тема хорошие преподаватели Минусы курса: менторы игнорируют вопросы мессенджер Пачка не настроен (например, ментора вообще там нет и написать ему невозможно) координатор ничего не знает, что-то у кого-то уточняет, но вопросы не решает связи выше чтобы пожаловаться нет, стандартный ответ — пишите в саппорт платформа LMS работает медленно со сбоями, поиск по материалам отсутствует совсем, по хлебным крошкам переход в начало курса материалов откровенно мало, особенно по сложным темам, всё обзорно на ошибки не реагируют (например, в модуле Модуль 6. Комбинаторика и основы теории вероятностей была ошибка, про которую я написал, но мне все равно снизили баллы за правильный ответ) сложность домашних заданий не соответствует обзорному изучению библиотек Python для машинного обучения В итоге курс подходит тем, кто уже погружен в тему и хочет покрасоваться своими знаниями и завести знакомства через нетворкинг. Не рекомендую курс, если вы хотите получить новую для вас специальность, задать вопросы некому, помощи не ждите. И трудоустройства тоже, потому что джуны в этой теме никому не нужны. Я бы поставил оценку 3, потому что эрудицию в тематике машинного обучения курс хорошо поднимает. Но, с учетом накрученных положительных отзывов, придется ставить 1.",глубина обучения,не соответствует сложности предмета,Контент,отрицательная,user_00142,16.01.2024,sravni.ru
