review_id,user_id,comment,date,source
1737,user_00185,"Добрый день! Прошел курс, Python для анализа данных. В целом курс хорошо сбалансировать, теория написана хорошо и интересно. Последние разделы, правда очень специфичны, могут пригодиться не всем. Тренажер иногда подбешивал, он требует решение определенным способом, а способов решения на питоне, много. Поддержка со стороны преподавателей в целом нормальная. Обычно в течении дня ответы на вопросы всегда поступали, но проще спрашивать у одногрупников. Самое главное пожелание, что курс, на мой взгляд, должен быть рассчитан хотя бы на 4 месяца, а не на 3. Для тех кто работает, имеет детей и все такое за 3 месяца пройти все с должной основательностью довольно сложно.",10/29/2024,sravni.ru
1128,user_00525,"Я очень рада, что я прошла обучение именно на платформе Скилбокс! Это невероятно удобный сервер, понятный функционал, грамотные и вежливые специалисты, конкретно объясняли задание и доводили до понимания! Я получила новую профессию СММ специалист с 0, и вот уже 3 года иду дальше, повышаюсь, и смотрю новые курсы и радую своих клиентов знаниями! Спасибо!)",9/17/2025,sravni.ru
145,user_00484,"С удовольствием занимаюсь английским языком через интернет в школе Skyeng. Индивидуальный подход в подборе учителя (можно носителя языка) и времени занятий в соответствии с вашими возможностями. Мне нашли замечательного учителя, с которым мы комбинируем занятия с обычной лексикой и бизнес-курс. Материал для занятий современный и интересный! Платформа удобная и работает отлично. Поэтому легко и много получается общаться в течение урока. На это делается упор, чтобы побудить обучающегося свободно говорить. При этом достаточно время уделяется и грамматике и произношению. Существуют удобные приложения для смартфона, делать домашнюю работу и учить слова. Занимаюсь не первый год, получаю удовольствие от занятий!!! Спасибо!",10/30/2018,otzovik.com
1061,user_00628,"Я шла к своей мечте непростым путем. Закончив колледж, я начала работать в области логистики в крупной компании. Однако, со временем осознала, что мое настоящее призвание — в области маркетинга. Я училась самостоятельно, изучая книги и проходя онлайн-курсы по копирайтингу и рекламе, но поняла, что нужно более системное обучение. Вдохновленная советом старого друга, я решила вложиться в свои знания и приобрела курс «Digital-маркетинг» на Skillbox. Сразу же со старта я почувствовала, что сделала правильный выбор — уровень преподавателей был высок и они легко делились своим опытом. Материал курса был структурирован и легок для понимания. Я освоила навыки работы с контекстной рекламой, аналитикой, а также научилась эффективно использовать инструменты для анализа рынка.",9/18/2023,sravni.ru
1149,user_00100,"Хотела бы поделиться своими впечатлениями о курсе «Продвижение в Instagram» в университете Skillbox. Спасибо большое за ценные знания с множеством полезных знаний! Я новичок в продвижении в Инстаграме, взяла данный курс для ознакомления с этой сферой. Это и правда экспресс-обучение, т. К. После прослушивания всех уроков нужно еще достаточно времени, чтобы все осмыслить и опробовать все, что Вы показали и посоветовали. Девочки-преподаватели, Юлия Ломова и Елена Пискарева, вы клёвые! Я крайне рекомендую этот курс тем людям, кто заинтересован в продвижении в Инстаграм, но еще не знает как это делать!",11/6/2020,sravni.ru
2024,user_00113,"Великолепные наставники, простое и содержательное изложение материала. На занятиях царит дружественная, живая и увлекательная атмосфера! С этими знаниями уже можно начинать свою практику в нутрициологии.",6/4/2024,sravni.ru
2281,user_00095,"Решил кардинально поменять сферу деятельности и обрести соответствующие знания для минимизации ошибок при старте бизнеса по торговле на маркетплейсах. В настоящее время завершаю курс в онлайн-школе Skillbox «Как продавать на WB». До него прошёл курс «Быстрый старт на маркетплейсах». Программа обучения в Skillbox ёмкая и одновременно лаконичная за счёт коротких структурированных видеоуроков, информация понятна и точна. В свободном доступе такого последовательного и полного материала нет. Обратная связь кураторов в меру требовательна и конструктивна, что, на мой взгляд, положительно влияет на процесс усвоения материала. Много полезных инструментов для работы предоставлены в базе бонусов, интересующие вопросы можно также выяснять в учебных чатах. Обучением, однозначно, доволен и платформу рекомендую.",8/19/2024,sravni.ru
443,user_00652,"Из ПЛЮСОВ: Прекрасно работающие менторы и координаторы. Позитивные, доброжелательные, мотивирующие. Отвечают быстро. Взаимодействовать с ними было удовольствием на протяжении всего курса. Уроки разбиты на маленькие видео, это очень удобно. Информация дается подробно, понятно, без воды. Спикеры в основном приятные и аккуратно выглядящие. Из МИНУСОВ: Платформа постоянно глючит. То у кого-то что-то пропадает, то не загружается, однажды решили сделать ребрендинг и все вообще перестало работать, какое-то время (вроде пару недель) к платформе не было доступа. Вроде новую платформу сделали уже пол года назад, но она сырая. Так что возникает большой вопрос, почему люди, которые учат нас быть UX/UI дизайнерами и программистами не могут сделать удобную, понятную, стилистически цельную и четко работающую платформу? Уроки записывались года 3 назад, есть откровенно устаревшая информация. Не понятно, почему образовательная организация, берущая за свои программы ТАКИЕ деньги, не способна выпускать каждый год новые записи. Мне кажется, ДОЛЖНА. Разбор работ хоть и приятный, потому что во всем хвалят, только вот через какое-то время, когда ты понимаешь, что никаких правок, объяснений, критики в проверках нет вообще, начинаешь задумываться, а точно ли ты делаешь что-то хорошее. Может быть я гений, но за весь год я не помню ни разу, чтобы где-то что-то предложили исправить, доработать. В презентациях некоторых спикеров много ошибок, описок. Похоже их даже никто не проверял. Вам придется выбрать «специализацию». Или дизайн сайтов, или дизайн мобильных приложений, изучать и то и то нельзя. Так что да, отучившись год вы выйдете специалистом наполовину. РЕЗЮМЕ: По программе цифровые профессии за 20т. Р. — Отлично! Но свою полную стоимость это образование, конечно, не стоит.",11/20/2023,sravni.ru
474,user_00370,"Начала обучение по курсу «графический дизайн» в CONTENTED Опыта в таких курсах не так много. Но могу сказать что мне не хватила подробных объяснений про работу в программах, видимо этот курс рассчитан на тех кто уже что-то знает, а для человека который с 0 начинает это полный кошмар. Во первых ничего не понятно (ну это ладно, как никак начало), так и все объяснение про горячие клавиши для Mak Book. , Есть конечно файл с клавишами для Windows. Но его нужно или распечатать или открыть в отдельном окне что бы понимать про что вообще идет речь 🤦‍♀️ В самой работе настолько редко про них говорится, типа тебе надо сам ищи, и такое впечатление что это мои проблемы что у меня не Mak😨😡😡 Другие курсы решают эту проблему, или говорят что нажимать или прописывают текстом на видео, тут до такого не додумались. И можно было сделать подборку видео с часто задаваемыми вопросами/проблемами у учеников. А не присылать из только когда у тебя возникнут такие вопросы",1/13/2023,sravni.ru
1368,user_00416,"Являюсь студенткой данного института уже почти месяц, группа СП11-25, и мне уже есть, чем поделиться. Во-первых, очень нравится формат уроков: смотришь лекции когда удобно, имеются конспекты, к многим лекциям имеются домашние задания, которые ДЕЙСТВИТЕЛЬНО проверяются, не просто на факт есть/нет или принято/не принято, нет. Если я допустила ошибку, мне объясняется, где ошибка, и как было бы правильно, и это очень ценно для меня! Во-вторых, интересный формат практических занятий, а именно работа в тройках, когда участвуешь в сессии и как клиент, и как психолог. Во время сессии за нами следит ментор, который также даёт оценку нашим действиям, и говорит, как было бы правильно. Ну и несомненно очень приятным бонусом является получение диплома по окончанию учёбы. Вряд ли я буду работать психологом, но наличие такого документа очень греет душу:)",11/12/2025,sravni.ru
1545,user_00494,"Достоинства: пока не обнаружил. Недостатки: плохо подготовлены материалы и видео, пропущены ключевые для изучения языка сведения, плохая поддержка Купил курс Python для анализа данных в онлайн-школе, так как курс ориентирован на новичков, даже тех, кто не умеет программировать. Думал, убью двух зайцев-изучу программирование и освою способы анализа метрик своих рекламных компаний. Начал спотыкаться на первых же блоках обучения. Например, важнейший блок описания типов переменных не содержит в себе фактического материала, мне показалось, что пропущено нужное видео с описанием типов переменных, сразу же начинается задача. На блоке формата переменных так же постановка задачи отличается от выводимого в примере результата, что говорит о плохой проработке материала. Поддержка ужасная, ведется в Slack одновременно для всех потоков курса, отчего невозможно использовать вопросы и ответы других учеников для дополнительного образования. Куратор отвечает редко и малоинформативно. Указал, что пропущено видео, в ответ мне прислали ссылки на пару учебников по Python — нормально за 18 тысяч рублей. На примере изображение расхождение постановки задачи с ожидаемым результатом. Это фейл, для новичка проблема. После обсуждения проблем с куратором курса мне назначили ментора, который должен помочь мне и поправить материалы курса на предмет ошибок. Достаточно оперативно и обнадеживающие, чтобы продолжить обучение. Я продолжу обучение, но пока впечатление очень негативное.",12/20/2021,sravni.ru
1173,user_00370,"Это самое лучшее онлайн образование. Учусь в Скиллбокс на курсе Продвижение в инстаграм. Нравится чат с куратором, где можно спросить совета и помощи. Уроки очень подробные. Нравится, что постоянно обновляются уроки и добавляется актуальная информация. Рекомендую эту образовательную платформу.",9/4/2023,sravni.ru
28,user_00065,"Честно сказать не ожидал от компании, которая позиционирует себя как лидер онлайн образования по английскому языку такого отношения к клиентам. 1. Подбор первого преподавателя вместо двух дней был две недели, в рамках которых я сам звонил менеджерам и просил дать хоть какую-то обратную связь по срокам, каждый раз приходилось новому менеджеру заново рассказывать историю своих обращений? У них вообще есть CRM? 2. Регистрировался по промо-коду. Перед оплатой уточнил у менеджера точно ли будет начислены бонусные балы. Зная компетенцию сотрудников попросил это подтвердить письмом: https://prnt.sc/qy1931. Далее оплачиваю 16 занятий: https://prnt.sc/qy19eq И конечно никаких бонусов не получаю, пишу в поддержку, на что получаю ответ: https://prnt.sc/qy19sw Вопрос, почему мне сразу не сказали, что при тестовом занятии бонусы сгорают, я бы сделал оплату перед первым уроком с преподавателем. На это все разводят руками и менеджеры говорят, мы не можем знать почему вам так ответил такой-то сотрудник. Мы не несем ответственность. На аргумент, что это зафиксировано письменно, все забивают... Сервис и профессионализм сотрудников на высшем уровне. Обсуждения этого вопроса опять сопровождалось тем, что 4 менеджера обещали помочь в итоге все пропадали, их обещания перезвонить оставались обещаниями... Каждый раз при звонке мне приходилось все рассказывать заново... 3. Подбор преподавателя. Одна из ""фишек"" skyeng. В итоге критерии которые ты указывал вообще игнорируют, присылают преподавателей, которые под них не подходят. Ответ: ой мы ошиблись... 4. Первый урок. Хотите заниматься и делать домашнее задание? Нет у вас это не получиться: https://prnt.sc/qy1cgf На вопрос почему? все разводят руками... 5. Смена преподавателя. Подберем нового за 48 часов. Я уточняю, что мне важно не прерывать уроки, это возможно пока идет подбор - да, говорят менеджеры. Нет - говорит система и новый менеджер в момент когда я захожу во время занятия и вижу, что преподавателя уже открепили от меня. Ну и конечно за 48 часов мне никого не подобрали. 6. Оплата со счета компании. Да - говорит менеджер передадим заявку в корп. отдел. с вами свяжутся в течении 3х дней. Две недели жду я, и опять сам добиваюсь, чтобы мне хоть кто то дал обратную связь. 7. О квалификации преподавателей и их заинтересованности отдельный вопрос... Итого: просто ужасный сервис, не исключаю, что просто мне так не повезло.",2/5/2020,otzovik.com
